iteration=1
(W, 0, 0, D, 0):NONE = [0.0]
(S, 0, 2, D, 0):NONE = [0.0]
(S, 0, 2, D, 25):UP = [-12.069]
(S, 0, 2, D, 50):UP = [-60.4]
(S, 0, 2, D, 75):UP = [-126.56]
(S, 0, 2, D, 100):UP = [-148.662]
(S, 0, 2, R, 0):NONE = [0.0]
(S, 0, 2, R, 25):STAY = [-25.797]
(S, 0, 2, R, 50):STAY = [-75.469]
(S, 0, 2, R, 75):GATHER = [-137.817]
(S, 0, 2, R, 100):STAY = [-158.89]
(S, 0, 3, D, 0):NONE = [0.0]
(S, 0, 3, D, 25):UP = [-11.44]
(S, 0, 3, D, 50):UP = [-53.266]
(S, 0, 3, D, 75):UP = [-96.059]
(S, 0, 3, D, 100):UP = [-144.61]
(S, 0, 3, R, 0):NONE = [0.0]
(S, 0, 3, R, 25):STAY = [-25.257]
(S, 0, 3, R, 50):STAY = [-68.862]
(S, 0, 3, R, 75):STAY = [-110.59]
(S, 0, 3, R, 100):STAY = [-155.122]
(S, 1, 0, D, 0):NONE = [0.0]
(S, 1, 0, D, 25):UP = [-59.261]
(S, 1, 0, D, 50):UP = [-102.586]
(S, 1, 0, D, 75):UP = [-153.198]
(S, 1, 0, D, 100):UP = [-169.151]
(S, 1, 0, R, 0):NONE = [0.0]
(S, 1, 0, R, 25):UP = [-74.321]
(S, 1, 0, R, 50):GATHER = [-115.197]
(S, 1, 0, R, 75):GATHER = [-159.371]
(S, 1, 0, R, 100):STAY = [-177.518]
(S, 1, 1, D, 0):NONE = [0.0]
(S, 1, 1, D, 25):UP = [-16.768]
(S, 1, 1, D, 50):UP = [-97.045]
(S, 1, 1, D, 75):UP = [-128.651]
(S, 1, 1, D, 100):UP = [-167.472]
(S, 1, 1, R, 0):NONE = [0.0]
(S, 1, 1, R, 25):STAY = [-30.311]
(S, 1, 1, R, 50):GATHER = [-111.465]
(S, 1, 1, R, 75):STAY = [-140.654]
(S, 1, 1, R, 100):STAY = [-176.205]
(S, 1, 2, D, 0):NONE = [0.0]
(S, 1, 2, D, 25):UP = [-11.851]
(S, 1, 2, D, 50):UP = [-59.66]
(S, 1, 2, D, 75):UP = [-124.347]
(S, 1, 2, D, 100):UP = [-148.43]
(S, 1, 2, R, 0):NONE = [0.0]
(S, 1, 2, R, 25):STAY = [-25.642]
(S, 1, 2, R, 50):STAY = [-74.909]
(S, 1, 2, R, 75):STAY = [-136.722]
(S, 1, 2, R, 100):STAY = [-158.73]
(S, 1, 3, D, 0):NONE = [0.0]
(S, 1, 3, D, 25):UP = [-11.374]
(S, 1, 3, D, 50):UP = [-52.854]
(S, 1, 3, D, 75):UP = [-95.993]
(S, 1, 3, D, 100):UP = [-144.465]
(S, 1, 3, R, 0):NONE = [0.0]
(S, 1, 3, R, 25):STAY = [-25.21]
(S, 1, 3, R, 50):STAY = [-68.534]
(S, 1, 3, R, 75):STAY = [-110.539]
(S, 1, 3, R, 100):STAY = [-154.985]
(S, 2, 0, D, 0):NONE = [0.0]
(S, 2, 0, D, 25):UP = [-58.709]
(S, 2, 0, D, 50):UP = [-99.447]
(S, 2, 0, D, 75):UP = [-145.561]
(S, 2, 0, D, 100):UP = [-168.451]
(S, 2, 0, R, 0):NONE = [0.0]
(S, 2, 0, R, 25):UP = [-73.689]
(S, 2, 0, R, 50):STAY = [-113.865]
(S, 2, 0, R, 75):UP = [-157.865]
(S, 2, 0, R, 100):STAY = [-177.028]
(S, 2, 1, D, 0):NONE = [0.0]
(S, 2, 1, D, 25):UP = [-16.646]
(S, 2, 1, D, 50):UP = [-95.459]
(S, 2, 1, D, 75):UP = [-127.763]
(S, 2, 1, D, 100):UP = [-167.022]
(S, 2, 1, R, 0):NONE = [0.0]
(S, 2, 1, R, 25):STAY = [-30.268]
(S, 2, 1, R, 50):STAY = [-110.44]
(S, 2, 1, R, 75):STAY = [-140.017]
(S, 2, 1, R, 100):STAY = [-175.79]
(S, 2, 2, D, 0):NONE = [0.0]
(S, 2, 2, D, 25):UP = [-11.741]
(S, 2, 2, D, 50):UP = [-58.781]
(S, 2, 2, D, 75):UP = [-124.159]
(S, 2, 2, D, 100):UP = [-148.386]
(S, 2, 2, R, 0):NONE = [0.0]
(S, 2, 2, R, 25):STAY = [-25.608]
(S, 2, 2, R, 50):STAY = [-74.296]
(S, 2, 2, R, 75):STAY = [-136.539]
(S, 2, 2, R, 100):STAY = [-158.702]
(S, 2, 3, D, 0):NONE = [0.0]
(S, 2, 3, D, 25):UP = [-11.267]
(S, 2, 3, D, 50):UP = [-51.967]
(S, 2, 3, D, 75):UP = [-95.917]
(S, 2, 3, D, 100):UP = [-144.405]
(S, 2, 3, R, 0):NONE = [0.0]
(S, 2, 3, R, 25):STAY = [-25.177]
(S, 2, 3, R, 50):STAY = [-67.916]
(S, 2, 3, R, 75):STAY = [-110.488]
(S, 2, 3, R, 100):STAY = [-154.94]
(C, 0, 0, D, 0):NONE = [0.0]
(C, 0, 0, D, 25):RIGHT = [-57.19]
(C, 0, 0, D, 50):RIGHT = [-84.986]
(C, 0, 0, D, 75):RIGHT = [-144.52]
(C, 0, 0, D, 100):RIGHT = [-159.027]
(C, 0, 0, R, 0):NONE = [0.0]
(C, 0, 0, R, 25):DOWN = [-110.888]
(C, 0, 0, R, 50):DOWN = [-159.956]
(C, 0, 0, R, 75):DOWN = [-188.39]
(C, 0, 0, R, 100):DOWN = [-194.62]
(C, 0, 1, D, 0):NONE = [0.0]
(C, 0, 1, D, 25):RIGHT = [6.219]
(C, 0, 1, D, 50):RIGHT = [-82.946]
(C, 0, 1, D, 75):RIGHT = [-112.898]
(C, 0, 1, D, 100):RIGHT = [-158.016]
(C, 0, 1, R, 0):NONE = [0.0]
(C, 0, 1, R, 25):SHOOT = [-86.378]
(C, 0, 1, R, 50):DOWN = [-158.178]
(C, 0, 1, R, 75):DOWN = [-178.617]
(C, 0, 1, R, 100):DOWN = [-194.347]
(C, 0, 2, D, 0):NONE = [0.0]
(C, 0, 2, D, 25):RIGHT = [11.705]
(C, 0, 2, D, 50):RIGHT = [-34.857]
(C, 0, 2, D, 75):RIGHT = [-109.035]
(C, 0, 2, D, 100):RIGHT = [-134.363]
(C, 0, 2, R, 0):NONE = [0.0]
(C, 0, 2, R, 25):SHOOT = [-80.296]
(C, 0, 2, R, 50):DOWN = [-140.794]
(C, 0, 2, R, 75):DOWN = [-176.872]
(C, 0, 2, R, 100):DOWN = [-186.315]
(C, 0, 3, D, 0):NONE = [0.0]
(C, 0, 3, D, 25):RIGHT = [12.162]
(C, 0, 3, D, 50):RIGHT = [-26.755]
(C, 0, 3, D, 75):RIGHT = [-73.727]
(C, 0, 3, D, 100):RIGHT = [-129.692]
(C, 0, 3, R, 0):NONE = [0.0]
(C, 0, 3, R, 25):SHOOT = [-78.788]
(C, 0, 3, R, 50):LEFT = [-137.792]
(C, 0, 3, R, 75):DOWN = [-164.92]
(C, 0, 3, R, 100):DOWN = [-184.596]
(C, 1, 0, D, 0):NONE = [0.0]
(C, 1, 0, D, 25):UP = [-40.244]
(C, 1, 0, D, 50):RIGHT = [-84.885]
(C, 1, 0, D, 75):UP = [-141.1]
(C, 1, 0, D, 100):RIGHT = [-158.915]
(C, 1, 0, R, 0):NONE = [0.0]
(C, 1, 0, R, 25):UP = [-91.061]
(C, 1, 0, R, 50):UP = [-149.333]
(C, 1, 0, R, 75):UP = [-177.125]
(C, 1, 0, R, 100):UP = [-190.785]
(C, 1, 1, D, 0):NONE = [0.0]
(C, 1, 1, D, 25):RIGHT = [6.228]
(C, 1, 1, D, 50):UP = [-79.08]
(C, 1, 1, D, 75):RIGHT = [-112.629]
(C, 1, 1, D, 100):RIGHT = [-157.604]
(C, 1, 1, R, 0):NONE = [0.0]
(C, 1, 1, R, 25):SHOOT = [-81.432]
(C, 1, 1, R, 50):UP = [-139.663]
(C, 1, 1, R, 75):UP = [-171.838]
(C, 1, 1, R, 100):UP = [-186.367]
(C, 1, 2, D, 0):NONE = [0.0]
(C, 1, 2, D, 25):RIGHT = [11.714]
(C, 1, 2, D, 50):RIGHT = [-34.826]
(C, 1, 2, D, 75):RIGHT = [-108.49]
(C, 1, 2, D, 100):RIGHT = [-134.304]
(C, 1, 2, R, 0):NONE = [0.0]
(C, 1, 2, R, 25):SHOOT = [-79.025]
(C, 1, 2, R, 50):UP = [-136.654]
(C, 1, 2, R, 75):UP = [-165.837]
(C, 1, 2, R, 100):UP = [-185.118]
(C, 1, 3, D, 0):NONE = [0.0]
(C, 1, 3, D, 25):RIGHT = [12.171]
(C, 1, 3, D, 50):RIGHT = [-26.727]
(C, 1, 3, D, 75):RIGHT = [-73.653]
(C, 1, 3, D, 100):RIGHT = [-129.518]
(C, 1, 3, R, 0):NONE = [0.0]
(C, 1, 3, R, 25):SHOOT = [-78.423]
(C, 1, 3, R, 50):LEFT = [-135.619]
(C, 1, 3, R, 75):DOWN = [-164.847]
(C, 1, 3, R, 100):DOWN = [-184.468]
(C, 2, 0, D, 0):NONE = [0.0]
(C, 2, 0, D, 25):UP = [-39.641]
(C, 2, 0, D, 50):UP = [-83.075]
(C, 2, 0, D, 75):UP = [-130.957]
(C, 2, 0, D, 100):RIGHT = [-158.677]
(C, 2, 0, R, 0):NONE = [0.0]
(C, 2, 0, R, 25):UP = [-89.953]
(C, 2, 0, R, 50):UP = [-136.3]
(C, 2, 0, R, 75):UP = [-171.292]
(C, 2, 0, R, 100):UP = [-187.218]
(C, 2, 1, D, 0):NONE = [0.0]
(C, 2, 1, D, 25):RIGHT = [6.242]
(C, 2, 1, D, 50):UP = [-78.065]
(C, 2, 1, D, 75):RIGHT = [-112.443]
(C, 2, 1, D, 100):RIGHT = [-157.079]
(C, 2, 1, R, 0):NONE = [0.0]
(C, 2, 1, R, 25):SHOOT = [-80.497]
(C, 2, 1, R, 50):UP = [-134.105]
(C, 2, 1, R, 75):UP = [-167.164]
(C, 2, 1, R, 100):UP = [-185.904]
(C, 2, 2, D, 0):NONE = [0.0]
(C, 2, 2, D, 25):RIGHT = [11.728]
(C, 2, 2, D, 50):RIGHT = [-34.717]
(C, 2, 2, D, 75):RIGHT = [-108.257]
(C, 2, 2, D, 100):RIGHT = [-134.256]
(C, 2, 2, R, 0):NONE = [0.0]
(C, 2, 2, R, 25):SHOOT = [-78.145]
(C, 2, 2, R, 50):UP = [-131.657]
(C, 2, 2, R, 75):UP = [-165.711]
(C, 2, 2, R, 100):UP = [-185.0]
(C, 2, 3, D, 0):NONE = [0.0]
(C, 2, 3, D, 25):RIGHT = [12.184]
(C, 2, 3, D, 50):RIGHT = [-26.624]
(C, 2, 3, D, 75):RIGHT = [-73.558]
(C, 2, 3, D, 100):RIGHT = [-129.446]
(C, 2, 3, R, 0):NONE = [0.0]
(C, 2, 3, R, 25):SHOOT = [-77.56]
(C, 2, 3, R, 50):LEFT = [-130.532]
(C, 2, 3, R, 75):UP = [-164.756]
(C, 2, 3, R, 100):DOWN = [-184.375]
iteration=22
(W, 0, 0, D, 0):NONE = [0.0]
(W, 0, 0, D, 25):RIGHT = [-77.861]
(W, 0, 0, D, 50):RIGHT = [-109.88]
(W, 0, 0, D, 75):RIGHT = [-163.141]
(W, 0, 0, D, 100):RIGHT = [-175.98]
(W, 0, 0, R, 0):NONE = [0.0]
(W, 0, 0, R, 25):RIGHT = [-93.955]
(W, 0, 0, R, 50):STAY = [-125.3]
(W, 0, 0, R, 75):STAY = [-175.684]
(W, 0, 0, R, 100):STAY = [-186.552]
(W, 0, 1, D, 0):NONE = [0.0]
(W, 0, 1, D, 25):RIGHT = [-22.288]
(W, 0, 1, D, 50):RIGHT = [-107.895]
(W, 0, 1, D, 75):RIGHT = [-135.916]
(W, 0, 1, D, 100):RIGHT = [-175.117]
(W, 0, 1, R, 0):NONE = [0.0]
(W, 0, 1, R, 25):STAY = [-41.186]
(W, 0, 1, R, 50):SHOOT = [-117.648]
(W, 0, 1, R, 75):STAY = [-149.329]
(W, 0, 1, R, 100):SHOOT = [-183.835]
(W, 0, 2, D, 0):NONE = [0.0]
(W, 0, 2, D, 25):SHOOT = [-16.659]
(W, 0, 2, D, 50):RIGHT = [-65.988]
(W, 0, 2, D, 75):RIGHT = [-132.48]
(W, 0, 2, D, 100):RIGHT = [-154.609]
(W, 0, 2, R, 0):NONE = [0.0]
(W, 0, 2, R, 25):SHOOT = [-20.89]
(W, 0, 2, R, 50):STAY = [-83.486]
(W, 0, 2, R, 75):SHOOT = [-142.182]
(W, 0, 2, R, 100):STAY = [-166.97]
(W, 0, 3, D, 0):NONE = [0.0]
(W, 0, 3, D, 25):SHOOT = [-10.313]
(W, 0, 3, D, 50):RIGHT = [-58.913]
(W, 0, 3, D, 75):RIGHT = [-101.874]
(W, 0, 3, D, 100):RIGHT = [-150.532]
(W, 0, 3, R, 0):NONE = [0.0]
(W, 0, 3, R, 25):SHOOT = [-11.26]
(W, 0, 3, R, 50):SHOOT = [-69.701]
(W, 0, 3, R, 75):STAY = [-117.637]
(W, 0, 3, R, 100):SHOOT = [-161.294]
(W, 1, 0, D, 0):NONE = [0.0]
(W, 1, 0, D, 25):RIGHT = [-60.357]
(W, 1, 0, D, 50):RIGHT = [-107.677]
(W, 1, 0, D, 75):RIGHT = [-158.156]
(W, 1, 0, D, 100):RIGHT = [-175.124]
(W, 1, 0, R, 0):NONE = [0.0]
(W, 1, 0, R, 25):RIGHT = [-75.587]
(W, 1, 0, R, 50):STAY = [-123.205]
(W, 1, 0, R, 75):RIGHT = [-168.953]
(W, 1, 0, R, 100):RIGHT = [-184.675]
(W, 1, 1, D, 0):NONE = [0.0]
(W, 1, 1, D, 25):RIGHT = [-21.293]
(W, 1, 1, D, 50):RIGHT = [-101.105]
(W, 1, 1, D, 75):RIGHT = [-134.346]
(W, 1, 1, D, 100):RIGHT = [-173.194]
(W, 1, 1, R, 0):NONE = [0.0]
(W, 1, 1, R, 25):STAY = [-40.228]
(W, 1, 1, R, 50):SHOOT = [-111.672]
(W, 1, 1, R, 75):STAY = [-147.944]
(W, 1, 1, R, 100):SHOOT = [-181.587]
(W, 1, 2, D, 0):NONE = [0.0]
(W, 1, 2, D, 25):SHOOT = [-15.931]
(W, 1, 2, D, 50):RIGHT = [-65.136]
(W, 1, 2, D, 75):RIGHT = [-129.839]
(W, 1, 2, D, 100):RIGHT = [-154.322]
(W, 1, 2, R, 0):NONE = [0.0]
(W, 1, 2, R, 25):SHOOT = [-20.171]
(W, 1, 2, R, 50):STAY = [-82.629]
(W, 1, 2, R, 75):SHOOT = [-139.593]
(W, 1, 2, R, 100):STAY = [-166.733]
(W, 1, 3, D, 0):NONE = [0.0]
(W, 1, 3, D, 25):SHOOT = [-9.779]
(W, 1, 3, D, 50):RIGHT = [-58.457]
(W, 1, 3, D, 75):RIGHT = [-101.8]
(W, 1, 3, D, 100):RIGHT = [-150.368]
(W, 1, 3, R, 0):NONE = [0.0]
(W, 1, 3, R, 25):SHOOT = [-10.729]
(W, 1, 3, R, 50):SHOOT = [-68.882]
(W, 1, 3, R, 75):STAY = [-117.582]
(W, 1, 3, R, 100):SHOOT = [-160.495]
(W, 2, 0, D, 0):NONE = [0.0]
(W, 2, 0, D, 25):RIGHT = [-59.654]
(W, 2, 0, D, 50):RIGHT = [-103.626]
(W, 2, 0, D, 75):RIGHT = [-148.885]
(W, 2, 0, D, 100):RIGHT = [-174.221]
(W, 2, 0, R, 0):NONE = [0.0]
(W, 2, 0, R, 25):RIGHT = [-74.732]
(W, 2, 0, R, 50):RIGHT = [-119.578]
(W, 2, 0, R, 75):RIGHT = [-160.974]
(W, 2, 0, R, 100):RIGHT = [-182.775]
(W, 2, 1, D, 0):NONE = [0.0]
(W, 2, 1, D, 25):RIGHT = [-21.095]
(W, 2, 1, D, 50):RIGHT = [-99.184]
(W, 2, 1, D, 75):RIGHT = [-133.264]
(W, 2, 1, D, 100):RIGHT = [-172.681]
(W, 2, 1, R, 0):NONE = [0.0]
(W, 2, 1, R, 25):STAY = [-40.132]
(W, 2, 1, R, 50):SHOOT = [-108.946]
(W, 2, 1, R, 75):STAY = [-147.006]
(W, 2, 1, R, 100):SHOOT = [-178.6]
(W, 2, 2, D, 0):NONE = [0.0]
(W, 2, 2, D, 25):SHOOT = [-15.839]
(W, 2, 2, D, 50):RIGHT = [-64.051]
(W, 2, 2, D, 75):RIGHT = [-129.628]
(W, 2, 2, D, 100):RIGHT = [-154.26]
(W, 2, 2, R, 0):NONE = [0.0]
(W, 2, 2, R, 25):SHOOT = [-20.099]
(W, 2, 2, R, 50):STAY = [-81.696]
(W, 2, 2, R, 75):SHOOT = [-138.367]
(W, 2, 2, R, 100):STAY = [-166.701]
(W, 2, 3, D, 0):NONE = [0.0]
(W, 2, 3, D, 25):SHOOT = [-9.743]
(W, 2, 3, D, 50):RIGHT = [-57.358]
(W, 2, 3, D, 75):RIGHT = [-101.706]
(W, 2, 3, D, 100):RIGHT = [-150.291]
(W, 2, 3, R, 0):NONE = [0.0]
(W, 2, 3, R, 25):SHOOT = [-10.695]
(W, 2, 3, R, 50):SHOOT = [-68.17]
(W, 2, 3, R, 75):STAY = [-117.527]
(W, 2, 3, R, 100):SHOOT = [-160.31]
(N, 0, 0, D, 0):NONE = [0.0]
(N, 0, 0, D, 25):DOWN = [-74.889]
(N, 0, 0, D, 50):DOWN = [-106.39]
(N, 0, 0, D, 75):DOWN = [-160.771]
(N, 0, 0, D, 100):DOWN = [-173.995]
(N, 0, 0, R, 0):NONE = [0.0]
(N, 0, 0, R, 25):STAY = [-87.616]
(N, 0, 0, R, 50):STAY = [-119.319]
(N, 0, 0, R, 75):STAY = [-170.864]
(N, 0, 0, R, 100):STAY = [-182.542]
(N, 0, 1, D, 0):NONE = [0.0]
(N, 0, 1, D, 25):DOWN = [-18.049]
(N, 0, 1, D, 50):DOWN = [-104.367]
(N, 0, 1, D, 75):DOWN = [-132.838]
(N, 0, 1, D, 100):DOWN = [-173.093]
(N, 0, 1, R, 0):NONE = [0.0]
(N, 0, 1, R, 25):STAY = [-31.412]
(N, 0, 1, R, 50):STAY = [-117.348]
(N, 0, 1, R, 75):STAY = [-144.793]
(N, 0, 1, R, 100):STAY = [-181.792]
(N, 0, 2, D, 0):NONE = [0.0]
(N, 0, 2, D, 25):DOWN = [-12.457]
(N, 0, 2, D, 50):DOWN = [-61.423]
(N, 0, 2, D, 75):DOWN = [-129.323]
(N, 0, 2, D, 100):DOWN = [-152.022]
(N, 0, 2, R, 0):NONE = [0.0]
(N, 0, 2, R, 25):STAY = [-26.238]
(N, 0, 2, R, 50):STAY = [-76.663]
(N, 0, 2, R, 75):STAY = [-141.443]
(N, 0, 2, R, 100):STAY = [-162.612]
(N, 0, 3, D, 0):NONE = [0.0]
(N, 0, 3, D, 25):DOWN = [-11.821]
(N, 0, 3, D, 50):DOWN = [-54.177]
(N, 0, 3, D, 75):DOWN = [-97.859]
(N, 0, 3, D, 100):DOWN = [-147.835]
(N, 0, 3, R, 0):NONE = [0.0]
(N, 0, 3, R, 25):STAY = [-25.692]
(N, 0, 3, R, 50):STAY = [-69.939]
(N, 0, 3, R, 75):STAY = [-112.651]
(N, 0, 3, R, 100):STAY = [-158.693]
(N, 1, 0, D, 0):NONE = [0.0]
(N, 1, 0, D, 25):CRAFT = [-27.43]
(N, 1, 0, D, 50):CRAFT = [-93.166]
(N, 1, 0, D, 75):CRAFT = [-135.981]
(N, 1, 0, D, 100):CRAFT = [-169.953]
(N, 1, 0, R, 0):NONE = [0.0]
(N, 1, 0, R, 25):CRAFT = [-31.485]
(N, 1, 0, R, 50):CRAFT = [-97.359]
(N, 1, 0, R, 75):CRAFT = [-139.62]
(N, 1, 0, R, 100):CRAFT = [-172.74]
(N, 1, 1, D, 0):NONE = [0.0]
(N, 1, 1, D, 25):DOWN = [-17.201]
(N, 1, 1, D, 50):CRAFT = [-69.84]
(N, 1, 1, D, 75):CRAFT = [-123.831]
(N, 1, 1, D, 100):CRAFT = [-158.561]
(N, 1, 1, R, 0):NONE = [0.0]
(N, 1, 1, R, 25):CRAFT = [-28.622]
(N, 1, 1, R, 50):CRAFT = [-74.435]
(N, 1, 1, R, 75):CRAFT = [-127.779]
(N, 1, 1, R, 100):CRAFT = [-161.669]
(N, 1, 2, D, 0):NONE = [0.0]
(N, 1, 2, D, 25):DOWN = [-12.234]
(N, 1, 2, D, 50):DOWN = [-60.695]
(N, 1, 2, D, 75):CRAFT = [-108.867]
(N, 1, 2, D, 100):DOWN = [-151.767]
(N, 1, 2, R, 0):NONE = [0.0]
(N, 1, 2, R, 25):STAY = [-26.076]
(N, 1, 2, R, 50):CRAFT = [-71.003]
(N, 1, 2, R, 75):CRAFT = [-113.221]
(N, 1, 2, R, 100):CRAFT = [-159.716]
(N, 1, 3, D, 0):NONE = [0.0]
(N, 1, 3, D, 25):DOWN = [-11.752]
(N, 1, 3, D, 50):DOWN = [-53.785]
(N, 1, 3, D, 75):DOWN = [-97.784]
(N, 1, 3, D, 100):DOWN = [-147.667]
(N, 1, 3, R, 0):NONE = [0.0]
(N, 1, 3, R, 25):STAY = [-25.64]
(N, 1, 3, R, 50):STAY = [-69.618]
(N, 1, 3, R, 75):STAY = [-112.59]
(N, 1, 3, R, 100):STAY = [-158.532]
(N, 2, 0, D, 0):NONE = [0.0]
(N, 2, 0, D, 25):CRAFT = [-26.743]
(N, 2, 0, D, 50):CRAFT = [-74.766]
(N, 2, 0, D, 75):CRAFT = [-123.487]
(N, 2, 0, D, 100):CRAFT = [-162.109]
(N, 2, 0, R, 0):NONE = [0.0]
(N, 2, 0, R, 25):CRAFT = [-30.522]
(N, 2, 0, R, 50):CRAFT = [-77.228]
(N, 2, 0, R, 75):CRAFT = [-125.167]
(N, 2, 0, R, 100):CRAFT = [-163.835]
(N, 2, 1, D, 0):NONE = [0.0]
(N, 2, 1, D, 25):DOWN = [-17.029]
(N, 2, 1, D, 50):CRAFT = [-68.793]
(N, 2, 1, D, 75):CRAFT = [-113.218]
(N, 2, 1, D, 100):CRAFT = [-158.118]
(N, 2, 1, R, 0):NONE = [0.0]
(N, 2, 1, R, 25):CRAFT = [-28.501]
(N, 2, 1, R, 50):CRAFT = [-72.681]
(N, 2, 1, R, 75):CRAFT = [-116.038]
(N, 2, 1, R, 100):CRAFT = [-160.843]
(N, 2, 2, D, 0):NONE = [0.0]
(N, 2, 2, D, 25):DOWN = [-12.072]
(N, 2, 2, D, 50):DOWN = [-59.754]
(N, 2, 2, D, 75):CRAFT = [-108.803]
(N, 2, 2, D, 100):DOWN = [-151.705]
(N, 2, 2, R, 0):NONE = [0.0]
(N, 2, 2, R, 25):STAY = [-26.008]
(N, 2, 2, R, 50):CRAFT = [-70.634]
(N, 2, 2, R, 75):CRAFT = [-113.163]
(N, 2, 2, R, 100):CRAFT = [-159.575]
(N, 2, 3, D, 0):NONE = [0.0]
(N, 2, 3, D, 25):DOWN = [-11.593]
(N, 2, 3, D, 50):DOWN = [-52.834]
(N, 2, 3, D, 75):DOWN = [-97.687]
(N, 2, 3, D, 100):DOWN = [-147.588]
(N, 2, 3, R, 0):NONE = [0.0]
(N, 2, 3, R, 25):STAY = [-25.574]
(N, 2, 3, R, 50):STAY = [-68.942]
(N, 2, 3, R, 75):STAY = [-112.521]
(N, 2, 3, R, 100):STAY = [-158.471]
(E, 0, 0, D, 0):NONE = [0.0]
(E, 0, 0, D, 25):HIT = [-38.438]
(E, 0, 0, D, 50):HIT = [-61.293]
(E, 0, 0, D, 75):HIT = [-129.48]
(E, 0, 0, D, 100):HIT = [-147.524]
(E, 0, 0, R, 0):NONE = [0.0]
(E, 0, 0, R, 25):HIT = [-90.717]
(E, 0, 0, R, 50):HIT = [-145.81]
(E, 0, 0, R, 75):HIT = [-182.569]
(E, 0, 0, R, 100):HIT = [-191.355]
(E, 0, 1, D, 0):NONE = [0.0]
(E, 0, 1, D, 25):SHOOT = [30.195]
(E, 0, 1, D, 50):HIT = [-59.5]
(E, 0, 1, D, 75):HIT = [-91.12]
(E, 0, 1, D, 100):HIT = [-146.177]
(E, 0, 1, R, 0):NONE = [0.0]
(E, 0, 1, R, 25):SHOOT = [-41.933]
(E, 0, 1, R, 50):SHOOT = [-140.853]
(E, 0, 1, R, 75):HIT = [-174.56]
(E, 0, 1, R, 100):HIT = [-190.586]
(E, 0, 2, D, 0):NONE = [0.0]
(E, 0, 2, D, 25):SHOOT = [36.598]
(E, 0, 2, D, 50):SHOOT = [-3.058]
(E, 0, 2, D, 75):HIT = [-86.841]
(E, 0, 2, D, 100):HIT = [-117.001]
(E, 0, 2, R, 0):NONE = [0.0]
(E, 0, 2, R, 25):SHOOT = [-39.52]
(E, 0, 2, R, 50):SHOOT = [-118.9]
(E, 0, 2, R, 75):LEFT = [-171.543]
(E, 0, 2, R, 100):LEFT = [-183.49]
(E, 0, 3, D, 0):NONE = [0.0]
(E, 0, 3, D, 25):SHOOT = [37.152]
(E, 0, 3, D, 50):SHOOT = [6.814]
(E, 0, 3, D, 75):SHOOT = [-43.142]
(E, 0, 3, D, 100):HIT = [-111.512]
(E, 0, 3, R, 0):NONE = [0.0]
(E, 0, 3, R, 25):SHOOT = [-39.401]
(E, 0, 3, R, 50):SHOOT = [-116.742]
(E, 0, 3, R, 75):LEFT = [-159.724]
(E, 0, 3, R, 100):LEFT = [-180.753]
(E, 1, 0, D, 0):NONE = [0.0]
(E, 1, 0, D, 25):HIT = [-38.418]
(E, 1, 0, D, 50):HIT = [-61.222]
(E, 1, 0, D, 75):HIT = [-129.406]
(E, 1, 0, D, 100):HIT = [-147.415]
(E, 1, 0, R, 0):NONE = [0.0]
(E, 1, 0, R, 25):HIT = [-90.651]
(E, 1, 0, R, 50):HIT = [-145.717]
(E, 1, 0, R, 75):HIT = [-182.474]
(E, 1, 0, R, 100):HIT = [-191.237]
(E, 1, 1, D, 0):NONE = [0.0]
(E, 1, 1, D, 25):SHOOT = [30.198]
(E, 1, 1, D, 50):HIT = [-59.45]
(E, 1, 1, D, 75):HIT = [-90.902]
(E, 1, 1, D, 100):HIT = [-145.859]
(E, 1, 1, R, 0):NONE = [0.0]
(E, 1, 1, R, 25):SHOOT = [-41.89]
(E, 1, 1, R, 50):SHOOT = [-140.774]
(E, 1, 1, R, 75):LEFT = [-174.253]
(E, 1, 1, R, 100):HIT = [-190.306]
(E, 1, 2, D, 0):NONE = [0.0]
(E, 1, 2, D, 25):SHOOT = [36.599]
(E, 1, 2, D, 50):SHOOT = [-3.042]
(E, 1, 2, D, 75):HIT = [-86.364]
(E, 1, 2, D, 100):HIT = [-116.938]
(E, 1, 2, R, 0):NONE = [0.0]
(E, 1, 2, R, 25):SHOOT = [-39.478]
(E, 1, 2, R, 50):SHOOT = [-118.832]
(E, 1, 2, R, 75):LEFT = [-170.254]
(E, 1, 2, R, 100):LEFT = [-183.329]
(E, 1, 3, D, 0):NONE = [0.0]
(E, 1, 3, D, 25):SHOOT = [37.153]
(E, 1, 3, D, 50):SHOOT = [6.826]
(E, 1, 3, D, 75):SHOOT = [-43.057]
(E, 1, 3, D, 100):HIT = [-111.351]
(E, 1, 3, R, 0):NONE = [0.0]
(E, 1, 3, R, 25):SHOOT = [-39.358]
(E, 1, 3, R, 50):SHOOT = [-116.675]
(E, 1, 3, R, 75):LEFT = [-159.647]
(E, 1, 3, R, 100):LEFT = [-180.325]
(E, 2, 0, D, 0):NONE = [0.0]
(E, 2, 0, D, 25):HIT = [-38.386]
(E, 2, 0, D, 50):HIT = [-60.982]
(E, 2, 0, D, 75):HIT = [-128.548]
(E, 2, 0, D, 100):HIT = [-147.133]
(E, 2, 0, R, 0):NONE = [0.0]
(E, 2, 0, R, 25):HIT = [-90.501]
(E, 2, 0, R, 50):HIT = [-145.017]
